Name,Address,latitude,longitude
 (Nw),NW 23RD & MARSHALL,45.5306216,-122.6986695
Grant'S Philly Cheesesteak,1203 NW 23RD,45.5313934,-122.6989092
Starbucks - ,NW 23RD & OVERTON,45.5320334,-122.6987795
Mary Jane'S House Of Glass,1425 NW 23RD AVE,29.673901062903205,-82.34089229751045
Stepping Stone Cafe,2390 NW Quimby St,45.533225,-122.7006336
Willamette Week - ,2220 NW  QUIMBY,45.53329228443659,-122.69722563965674
 (Grassa),1506 NW 23rd Ave,45.5334678,-122.698605
Post Office - ,NW 24th & Savier,45.5344053,-122.7168977
Pine State Biscuit,1717 NW 23rd Ave,45.5349122,-122.6990241
Library,2300 NW THURMAN,45.535335950000004,-122.69914461431009
Black-Box (New Seasons),2170 NW RALEIGH,45.53369535,-122.69616946137336
Black Box (Besaws),1545 NW 21st Ave,45.5339194,-122.6949328
Black-Box (New Seasons),2180 NW QUIMBY,45.1847318981684,-94.21157415947658
Anna Bananas,1214 NW 21ST,45.5315998,-122.6943372
 (Ne),NW 21ST & NORTHRUP,45.5311897,-122.6945527
 (Ne),NW 22ND & NORTHRUP,45.53130455,-122.69643349825614
Good Sam Hospital -  (Se),NW 22ND & MARSHALL,39.945813,-96.407826
Good Sam Hospital (Inside),1015 NW 22ND,45.5300829,-122.69556331389677
Bus Stop -  (Sw),NW 22ND & LOVEJOY,45.5297791,-122.69683484913119
 (Sw),NW 21ST & LOVEJOY,45.5301144,-122.6944903
Starbucks,1012 NW 21,52.3748092,4.887660923315792
Bentley'S Bagels,918 NW 21st Ave,35.235637530612244,-101.84483789795918
Ranch Pizza,916 NW 21st Ave,45.52943985,-122.69433597437558
Laughing Planet,909 NW 21st Ave,45.5294297,-122.6947138
Cinema 21 - ,602 NW 21ST,45.5271733,-122.6942487
Kung Pow,500 NW 21st Ave,45.526480899999996,-122.69422665
Trader Joe'S -  (Exit Thru Lot),2122 NW GLISAN,45.52608215,-122.695171563315
Ken'S Artisan Bakery,338 NW 21ST,26.15477137558257,-80.14857022051304
Uptown Arms Manor Apts,2175  NW DAVIS,45.5243074,-122.69606052587437
Blue Moon (Mcmenamens),432 NW 21ST,26.154759829553754,-80.14915213606487
St Honore Bakery - ,2335 NW THURMAN,45.5355983,-122.6996881
The Food Front - ,2375 NW THURMAN,45.5357166,-122.70040136299107
Thurman Street Collective,2384 NW Thurman St,45.535376,-122.7006025
Sw,NW 24th & Thurman,45.5353965,-122.7009636
Groundwork Coffee Cafe,2355 NW VAUGHN,45.53735345,-122.69999639502035
Jll Building Lobby,220 NW 2nd,32.720377641728135,-102.64639834711367
Trailhead Credit Union,221 NW 2nd Ave,45.524969,-122.6727415
Goodies Snack Shop,139 NW 2nd Ave,45.5244471,-122.6726317
Society Hotel (Interior),NW 3rd & Davis,43.4134135,-71.1400658
Electric Lettuce,214 NW Couch,45.5237307,-122.6728155
Deadstock Coffee,408 NW Couch St,45.523682,-122.674859
Nw,NW 5th & Couch,45.5238968,-122.675456
,NW COUCH & 6TH,45.5236547,-122.6831692
Helen M. Swindell Apmts.,10 NW BROADWAY,45.5233225,-122.6772418
Nw,NW Broadway & Davis,40.9877737,-111.9100302
John'S Cafe,NW Broadway & Everett,40.6500323,-73.6835283
Bus Stop,NW 5th & Everett,45.5251816,-122.6756459
Transition Projects: Doreen'S Place,610 NW Broadway,45.52748775510204,-122.67747991836735
Union Station,800 NW 6TH,40.50706,-81.4512542
World Food Market,830 NW EVERETT,45.5249212,-122.67984490073209
Los Gorditos,922 NW Davis,33.88947922315729,-83.74640329064559
E,40 NW 10TH AVE,45.5235181,-122.6809292
,NW 10th & Everett,41.930454049999994,-74.00872475
Rich'S Cigar Store,922 NW FLANDERS,45.5257146,-122.6807454
Ne,NW 10th & Flanders,40.9034328,-72.6175936
,NW 10th & Hoyt,45.5276255,-122.68078375090658
() (Trolly-Se Corner),NW 10TH & JOHNSON,45.5285765,-122.681298
Lovejoy Bakers,939 NW 10TH AVE,45.529876,-122.6815702
Lovejoy Bakery ,10TH & NW LOVEJOY,45.5255422,-122.6810572
Pearl Market & Specialty,900 NW Lovejoy St Suite 140,42.8922767,-78.7888639
9Th Avenue Mini Mart,1028 NW 9TH AVE,45.5304292,-122.6801634
Tanner Springs Park NE Side,NW 10TH & MARSHALL,34.326111,-86.512599
Nw,NW 10th & Northrup,45.5312793,-122.6813959
The Fields Park,NW 11th & Overton,43.8401302,-66.1430115
Via Delizia,1105 NW marshall st,45.5314505,-122.6942985
,NW 12th & Marshall,34.336862,-86.512479
Safeway NW Corner,13TH & NW LOVEJOY,45.5300002,-122.68474464375001
Planet Granite,1405 NW 14th Ave,45.533102400000004,-122.68606695
Chipolte (Box),NW 12TH & LOVEJOY,43.6489644,-71.4267394
Starbucks   ,NW 11TH & LOVEJOY,43.6489644,-71.4267394
,NW 11th & Irving,42.5675589,-79.1128169
Rei,NW 14TH & JOHNSON,41.3662053,-74.5065481
Tilt,1355 NW Everett St,45.5252129,-122.6849384
,NW 11th & Everett,45.525061,-122.6818703
Von Ebert Brewing,131 NW 13th Ave,26.65427586618439,-82.00024500449224
Cvs,105 NW 13th Ave,45.523832549999995,-122.68454165631405
Sw,NW 12TH & COUCH,40.7609661,-73.8624244
Sw,NW 11th & Couch,45.5237922,-122.682175
La Mota,9046 NE Sandy Blvd,45.55603075,-122.56912779809022
Doctor'S Orders,3424 NE 82ND AVE,45.54757455,-122.5784122982008
Shopeteria,8535 NE Fremont St,45.5483717,-122.5758548
Plaid Pantry,8110 NE Fremont,45.5478932,-122.5795719
Mapi'S Market,7320 NE Fremont St,45.5479858,-122.5871793
Rose City Liquor Store,7253 NE Sandy Blvd,45.54872985,-122.58829820119166
Fairley'S Pharmacy,7206 NE SANDY,45.5483529,-122.5885368
Kainos Coffee,6633 NE Sandy Blvd,45.546389149999996,-122.59471317486818
Plaid Pantry,6220 NE Sandy,45.5441626,-122.59898892169653
Case Study Coffee,5347 NE Sandy Blvd,45.54094444186047,-122.60803493023256
Post Office - ,50TH & NE SANDY,45.539507,-122.611486
Joule,4615 NE Sandy Blvd,45.5382194,-122.61576471309795
Whole Foods - Inside Front Entrance Display,4301 NE SANDY,50.889248300000006,4.26661773478261
Bank   -   ,NE 43RD & SANDY,40.6775166,-99.8488745
42Nd St Station    -   ,2000 NE 42ND,45.5371442,-122.6197267
Reo'S Ribs ,4211-4225 NE Sandy Blvd,45.5250561,-122.6481242
Fleur De Lis   -    ,3930 NE  HANCOCK,45.536288,-122.6222076
Hollywood Library   -   ,4040 NE TILAMOOK,48.2655809,-118.3675261
Hollywood Library,4040 NE Tillamook st,45.537627,-122.6211734
Vivianne Kitchen And Pantry,4128 NE Sandy Blvd,45.5356611,-122.6206
Ptld Urgent Care,4160 NE SANDY BLVD,45.5358445,-122.6201696
Hollywood Townhouse,4265 NE HALSEY,45.53406495,-122.61883018144525
Trader Joe'S (Parking Lot)   -   ,4121 NE HALSEY,45.53470085,-122.62080904721537
Hotcake House,1002 SE POWELL,45.501128550000004,-122.65557715
Aladdin Theatre,3017 SE Milwaukie Ave,45.50068885,-122.65459158655128
Bob'S Handy Pantry,3354 SE Milwaukie,45.4986077,-122.653762
Rose City Coffee,3370 SE MILWAUKIE,45.4986325,-122.6538516
Milwaukie Market ,4401 SE MILWAUKIE,45.491288600000004,-122.65180864482083
Qfc-Quality Foods,6411 SE MILWAUKIE,45.47612625,-122.64941772755071
Fairlane Coffee,6647 SE Milwaukie Ave,45.4748046,-122.64919714374622
Westmorland Union Manor,6404 SE 23RD,47.43912928402216,-94.78458656839027
Sportsbox Vegan Bar,8445 SE McLoughlin Blvd,45.461715,-122.63942825317301
Westmoreland Liquor,7207 SE Milwaukie Ave,45.47209495,-122.64880575657895
Starbucks   ,7001 SE MILWAUKIE,45.473602650000004,-122.64895260575358
Nw Corner,SE Milwaukie & Bybee Blvd,45.4737935,-122.6484664
Westmoreland Cleaners,6701 SE Milwaukie Ave,45.474317850000006,-122.64907832280788
Sellwood Post Office,6723 SE 16TH,45.4740438,-122.65033047169811
Grand Central   ,7987 SE 13TH,45.465874150000005,-122.65328013874691
Sellwood Library,7800 SE 13TH,45.468472,-122.652873
Starbucks,1305 SE TACOMA,45.4644931,-122.65280915
Henry Higgins Bagels,1325 SE Tacoma St,45.4644321,-122.652363
New Seasons  Sellwood ,1214  SE TACOMA,45.46395195,-122.65370087704082
,8235 SE 13th Ave,45.46320995,-122.65318295
Pakalalo Dispensary,1528 SE HOLGATE,45.490135249999994,-122.64971990985737
Blue Dream Dispensary & Vintage,1410 SE Powell Blvd,45.4998327,-122.6509403
Broken Robot Coffee,2860 SE Gladstone St #102,39.9174043,-75.14946489900251
Odd Fellows Retirement,3102 SE HOLGATE,45.4901617,-122.63399988304599
Woodstock Wine & Deli,4030 SE WOODSTOCK,45.4789744,-122.62105270114259
Plaid Pantry,4214 SE Woodstock,45.47887855,-122.61922315026979
El Gallo Taqueria,4422 SE Woodstock Blvd,45.47901415,-122.61693434703824
Papaccino'S -   ,4441 SE WOODSTOCK,45.480451200000005,-122.61662762516829
New Seasons,4500 SE WOODSTOCK,45.47879055,-122.6161932063021
Delta Cafe   -   ,SE 46TH & WOODSTOCK,45.4790324,-122.61539
Woodstock Library,6008 SE 49TH,45.47900505,-122.61210650846269
Dick'S Primal Burger   -  ,4905 SE WOODSTOCK,45.4794096,-122.6121608356607
 - Heart Coffee,5965 SE 52nd Ave,45.479482918367346,-122.60884404081632
Asap Market,7407 SE 52nd,45.4695331,-122.6104309
Wild West Emporium,6126 SE Duke St,45.4756856,-122.6003936
Ne,4452 SE 52nd Ave,45.49079291836735,-122.60888028571429
Fred Meyer,3805 SE HAWTHORNE,45.5121715,-122.6233288
New Seasons  Hawthorne ,HAWTHORNE & SE 40TH,45.513578,-122.6215424
New Seasons  Hawthorne  Inside,4034 SE HAWTHORNE,45.5117246,-122.6211137
New Season),41ST & SE HAWTHORNE,45.5182688,-122.6204866
Ancestry Brewing,4334 SE Hawthorne Blvd,45.5118793,-122.6174842
 - Whole Bowl,4409 SE Hawthorne,45.5121506,-122.61695243709528
The Portland Canna Connection,1515 SE 46TH AVE,45.511738449999996,-122.61550504431526
East Side Deli,4626 SE Hawthorne Ave,44.9202252,-123.2919356
Sapphire  Hotel,5008 SE HAWTHORNE,45.5119087,-122.6113153
Genie'S Too,4800 SE Hawthorne,45.511937,-122.612925
Albina Press 2,5012 SE HAWTHORNE,45.5119084,-122.6111735
Walgreens   ,4000 SE BELMONT (SE ),45.516485,-122.620993
Tetra,4011 SE Belmont St,45.51672835,-122.62137915
Good Food Pod - ,43rd & SE BELMONT,39.9674469,-75.2097165
Movie Madness - ,4320 SE BELMONT,45.516476,-122.61753457142856
Red Square Cafe,4501 SE BELMONT,45.516638,-122.615971
Jae'S Market,4750 SE BELMONT,45.516472,-122.61395565306123
Belmont Station,4500 SE STARK,45.5191599,-122.6159159
Starbucks,4500 NE GLISAN,45.5261813,-122.6155411
Providence Bus Stop   ,4805 NE GLISAN,45.528206499999996,-122.61342203311631
Happy Market,5321 NE Glisan St,45.526708,-122.6084219
I-84 Bus Stop Overpass   ,800 NE 60TH,27.251167631284915,-80.76372692178771
Seven Virtues Coffee,5932 NE GLISAN,45.52639865306123,-122.60326034693878
Qfc-Quality Foods,5544 E BURNSIDE,45.52279744897959,-122.60698971428572
Stark Street Station,6049 SE STARK,45.5194915,-122.6012981
The Academy Movie Theater,7818 SE STARK,45.5190211,-122.5827831
Coquine,6839 SE Belmont St,45.5170487,-122.5923818
Bipartisan Cafe,7901 SE Stark St,45.51931295,-122.58229407200642
The Green Front,6814 NE GLISAN,45.52626565,-122.59302943631823
Fillmore Coffee,7201 NE Glisan St,45.5266123,-122.5884362
Glisan Street Pizza,8001 NE Glisan St,45.52658655,-122.5812434
